Guarantee Number,Transaction Report ID,Guarantee Country Name,Amount (USD),Currency Name,End Date,Business Sector,City/Town,State/Province/Region Name,State/Province/Region Code,State/Province/Region Country Name,Region Name,Latitude,Longitude,Is Woman Owned?,Is First Time Borrower?,Business Size 
52004250300ALPG001(Terminated),185345,Guatemala,887.7616,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185346,Guatemala,2726.6963,GUATEMALA - QUETZAL,6/1/2005,Trade/Commerce,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),185347,Guatemala,1521.877,GUATEMALA - QUETZAL,6/10/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),185348,Guatemala,824.35,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185349,Guatemala,887.7616,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185350,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Cruz,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.866667,0,0,
52004250300ALPG001(Terminated),185351,Guatemala,1902.3462,GUATEMALA - QUETZAL,8/3/2005,Trade/Commerce,Barrios,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.666667,-91.733333,0,0,
52004250300ALPG001(Terminated),185352,Guatemala,2549.1439,GUATEMALA - QUETZAL,6/6/2006,Trade/Commerce,Jocotenango,Sacatepequez,GT16,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.581944,-90.743611,0,0,
52004250300ALPG001(Terminated),185353,Guatemala,1014.5847,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185354,Guatemala,507.2923,GUATEMALA - QUETZAL,6/4/2005,Trade/Commerce,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),185355,Guatemala,634.1154,GUATEMALA - QUETZAL,9/5/2005,Trade/Commerce,Jocotenango,Sacatepequez,GT16,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.581944,-90.743611,0,0,
52004250300ALPG001(Terminated),185356,Guatemala,1014.5847,GUATEMALA - QUETZAL,12/6/2005,Trade/Commerce,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185357,Guatemala,634.1154,GUATEMALA - QUETZAL,9/5/2005,Trade/Commerce,Parramos,Quiche,GT14,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.470833,-91.2825,0,0,
52004250300ALPG001(Terminated),185358,Guatemala,760.9385,GUATEMALA - QUETZAL,3/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185359,Guatemala,634.1154,GUATEMALA - QUETZAL,3/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185360,Guatemala,634.1154,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185361,Guatemala,291.6931,GUATEMALA - QUETZAL,9/12/2005,Trade/Commerce,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185362,Guatemala,1331.6424,GUATEMALA - QUETZAL,9/5/2005,Trade/Commerce,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185363,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/6/2005,Trade/Commerce,Jalapa,Jalapa,GT10,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.983333,0,0,
52004250300ALPG001(Terminated),185364,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185365,Guatemala,1268.2308,GUATEMALA - QUETZAL,9/8/2005,Trade/Commerce,Cruz,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.866667,0,0,
52004250300ALPG001(Terminated),185366,Guatemala,887.7616,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185367,Guatemala,10272.6696,GUATEMALA - QUETZAL,8/2/2005,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),185368,Guatemala,1014.5847,GUATEMALA - QUETZAL,6/7/2006,Trade/Commerce,Colorado,Jutiapa,GT11,Guatemala,LATIN AMERICA & THE CARIBBEAN,13.966667,-89.983333,0,0,
52004250300ALPG001(Terminated),185369,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/3/2006,Trade/Commerce,Cuchilla,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.2,-89.333333,0,0,
52004250300ALPG001(Terminated),185370,Guatemala,634.1154,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185371,Guatemala,634.1154,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185372,Guatemala,1014.5847,GUATEMALA - QUETZAL,12/6/2005,Trade/Commerce,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185373,Guatemala,3170.577,GUATEMALA - QUETZAL,6/12/2006,Trade/Commerce,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),185374,Guatemala,1902.3462,GUATEMALA - QUETZAL,8/3/2005,Trade/Commerce,Barrios,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.666667,-91.733333,0,0,
52004250300ALPG001(Terminated),185375,Guatemala,634.1154,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185376,Guatemala,634.1154,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185377,Guatemala,887.7616,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185378,Guatemala,634.1154,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185379,Guatemala,634.1154,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185380,Guatemala,1014.5847,GUATEMALA - QUETZAL,12/8/2005,Trade/Commerce,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185381,Guatemala,1902.3462,GUATEMALA - QUETZAL,8/3/2005,Trade/Commerce,Barrios,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.666667,-91.733333,0,0,
52004250300ALPG001(Terminated),185382,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/5/2005,Trade/Commerce,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185383,Guatemala,1902.3462,GUATEMALA - QUETZAL,6/10/2006,Trade/Commerce,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185384,Guatemala,1521.877,GUATEMALA - QUETZAL,8/3/2005,Trade/Commerce,Barrios,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.666667,-91.733333,0,0,
52004250300ALPG001(Terminated),185385,Guatemala,519.9746,GUATEMALA - QUETZAL,9/4/2005,Trade/Commerce,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),185386,Guatemala,722.8916,GUATEMALA - QUETZAL,3/3/2006,Trade/Commerce,Paraiso,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.883333,-89.7,0,0,
52004250300ALPG001(Terminated),185387,Guatemala,1559.9239,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185388,Guatemala,760.9385,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185389,Guatemala,887.7616,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185390,Guatemala,8306.9119,GUATEMALA - QUETZAL,8/5/2005,Trade/Commerce,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),185391,Guatemala,380.5961,GUATEMALA - QUETZAL,6/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185392,Guatemala,887.7616,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185393,Guatemala,1014.5847,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185394,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/4/2005,Trade/Commerce,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185395,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Barrios,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.666667,-91.733333,0,0,
52004250300ALPG001(Terminated),185396,Guatemala,1902.3462,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Barrios,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.666667,-91.733333,0,0,
52004250300ALPG001(Terminated),185397,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Poptun,Peten,GT12,Guatemala,LATIN AMERICA & THE CARIBBEAN,16.331111,-89.416944,0,0,
52004250300ALPG001(Terminated),185398,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),185399,Guatemala,2989.22,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),185400,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),185401,Guatemala,3804.6925,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),185402,Guatemala,380.5961,GUATEMALA - QUETZAL,6/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185403,Guatemala,5960.6848,GUATEMALA - QUETZAL,7/3/2005,Trade/Commerce,Estanzuela,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.6,-89.516667,0,0,
52004250300ALPG001(Terminated),185404,Guatemala,1014.5847,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185405,Guatemala,887.7616,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185406,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Dolores,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.6,-89.333333,0,0,
52004250300ALPG001(Terminated),185407,Guatemala,1014.5847,GUATEMALA - QUETZAL,6/8/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),185408,Guatemala,8941.0273,GUATEMALA - QUETZAL,8/3/2005,Trade/Commerce,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185409,Guatemala,1014.5847,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185410,Guatemala,1014.5847,GUATEMALA - QUETZAL,9/6/2005,Trade/Commerce,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),185411,Guatemala,1902.3462,GUATEMALA - QUETZAL,6/3/2006,Trade/Commerce,Coban,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.75,-89.766667,0,0,
52004250300ALPG001(Terminated),185412,Guatemala,1014.5847,GUATEMALA - QUETZAL,12/12/2005,Trade/Commerce,Tiquisate,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.283333,-91.366667,0,0,
52004250300ALPG001(Terminated),185413,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185414,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185415,Guatemala,1014.5847,GUATEMALA - QUETZAL,9/6/2005,Trade/Commerce,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),185416,Guatemala,1014.5847,GUATEMALA - QUETZAL,12/12/2005,Trade/Commerce,Tiquisate,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.283333,-91.366667,0,0,
52004250300ALPG001(Terminated),185417,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/12/2006,Trade/Commerce,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185418,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185419,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185420,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/8/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),185421,Guatemala,2663.2847,GUATEMALA - QUETZAL,6/6/2006,Trade/Commerce,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185422,Guatemala,2346.227,GUATEMALA - QUETZAL,11/3/2006,Trade/Commerce,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),185423,Guatemala,2663.2847,GUATEMALA - QUETZAL,6/5/2007,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185424,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185425,Guatemala,3868.104,GUATEMALA - QUETZAL,8/3/2005,Trade/Commerce,Terrero,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.85,-89.466667,0,0,
52004250300ALPG001(Terminated),185426,Guatemala,5960.6848,GUATEMALA - QUETZAL,8/11/2005,Trade/Commerce,Cuilapa,Santa Rosa,GT18,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.276389,-90.300278,0,0,
52004250300ALPG001(Terminated),185427,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/10/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),185428,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/4/2005,Trade/Commerce,Jalapa,Jalapa,GT10,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.983333,0,0,
52004250300ALPG001(Terminated),185429,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185430,Guatemala,393.1516,GUATEMALA - QUETZAL,6/10/2005,Trade/Commerce,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185431,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/4/2005,Trade/Commerce,Laureles,San Marcos,GT17,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533056,-92.166111,0,0,
52004250300ALPG001(Terminated),185432,Guatemala,760.9385,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185433,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/10/2005,Trade/Commerce,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),185434,Guatemala,760.9385,GUATEMALA - QUETZAL,12/12/2005,Trade/Commerce,,,,,,,,0,0,
52004250300ALPG001(Terminated),185435,Guatemala,1204.8193,GUATEMALA - QUETZAL,12/12/2005,Trade/Commerce,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185436,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185437,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185438,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185439,Guatemala,3170.577,GUATEMALA - QUETZAL,6/4/2006,Trade/Commerce,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185440,Guatemala,1420.2917,GUATEMALA - QUETZAL,11/3/2006,Trade/Commerce,Tiquisate,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.283333,-91.366667,0,0,
52004250300ALPG001(Terminated),185441,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/6/2006,Trade/Commerce,Paraiso,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.883333,-89.7,0,0,
52004250300ALPG001(Terminated),185442,Guatemala,3170.577,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185443,Guatemala,1268.2308,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185444,Guatemala,634.1154,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185445,Guatemala,634.1154,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185446,Guatemala,3170.577,GUATEMALA - QUETZAL,6/6/2007,Trade/Commerce,Paraiso,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.883333,-89.7,0,0,
52004250300ALPG001(Terminated),185447,Guatemala,2536.4616,GUATEMALA - QUETZAL,12/5/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),185448,Guatemala,2536.4616,GUATEMALA - QUETZAL,6/6/2006,Trade/Commerce,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),185449,Guatemala,3170.577,GUATEMALA - QUETZAL,12/12/2006,Trade/Commerce,Tecpan,Chimaltenango,GT03,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.766944,-90.994167,0,0,
52004250300ALPG001(Terminated),185450,Guatemala,634.1154,GUATEMALA - QUETZAL,9/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185451,Guatemala,3170.577,GUATEMALA - QUETZAL,6/12/2006,Trade/Commerce,Asuncion,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.7,0,0,
52004250300ALPG001(Terminated),185452,Guatemala,2155.9924,GUATEMALA - QUETZAL,12/8/2006,Trade/Commerce,Municipio de San Pedro Sacatepequez,San Marcos,GT17,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),185453,Guatemala,1395.0539,GUATEMALA - QUETZAL,12/3/2005,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185454,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/5/2006,Trade/Commerce,Poptun,Peten,GT12,Guatemala,LATIN AMERICA & THE CARIBBEAN,16.331111,-89.416944,0,0,
52004250300ALPG001(Terminated),185455,Guatemala,3170.577,GUATEMALA - QUETZAL,6/7/2006,Trade/Commerce,Guatemala,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.621111,-90.526944,0,0,
52004250300ALPG001(Terminated),185456,Guatemala,1268.2308,GUATEMALA - QUETZAL,12/6/2005,Trade/Commerce,Pastores,Sacatepequez,GT16,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.596667,-90.754722,0,0,
52004250300ALPG001(Terminated),185457,Guatemala,1902.3462,GUATEMALA - QUETZAL,6/10/2006,Trade/Commerce,Tablon,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.533333,0,0,
52004250300ALPG001(Terminated),185458,Guatemala,1268.2308,GUATEMALA - QUETZAL,6/8/2006,Trade/Commerce,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),185459,Guatemala,5580.2156,GUATEMALA - QUETZAL,8/5/2005,Trade/Commerce,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
