Guarantee Number,Transaction Report ID,Guarantee Country Name,Amount (USD),Currency Name,End Date,Business Sector,City/Town,State/Province/Region Name,State/Province/Region Code,State/Province/Region Country Name,Region Name,Latitude,Longitude,Is Woman Owned?,Is First Time Borrower?,Business Size
620-DCA-10-004,314415,Nigeria,531.2085,NIGERIA - NAIRA,9/9/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314417,Nigeria,664.0106,NIGERIA - NAIRA,9/11/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,314419,Nigeria,664.0106,NIGERIA - NAIRA,9/14/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314418,Nigeria,1859.2297,NIGERIA - NAIRA,9/14/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,314420,Nigeria,464.8074,NIGERIA - NAIRA,9/15/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314422,Nigeria,863.2138,NIGERIA - NAIRA,9/16/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314421,Nigeria,796.8127,NIGERIA - NAIRA,10/16/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314424,Nigeria,2589.6414,NIGERIA - NAIRA,10/18/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,314423,Nigeria,664.0106,NIGERIA - NAIRA,9/18/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314425,Nigeria,796.8127,NIGERIA - NAIRA,9/23/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314427,Nigeria,996.0159,NIGERIA - NAIRA,9/24/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314426,Nigeria,1328.0212,NIGERIA - NAIRA,9/24/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314430,Nigeria,1195.2191,NIGERIA - NAIRA,10/25/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,314429,Nigeria,996.0159,NIGERIA - NAIRA,9/25/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314428,Nigeria,9628.1541,NIGERIA - NAIRA,3/25/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,314432,Nigeria,996.0159,NIGERIA - NAIRA,10/28/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314431,Nigeria,1195.2191,NIGERIA - NAIRA,10/28/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314433,Nigeria,332.0053,NIGERIA - NAIRA,9/30/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,314435,Nigeria,5976.0956,NIGERIA - NAIRA,11/30/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,314434,Nigeria,597.6096,NIGERIA - NAIRA,9/30/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314436,Nigeria,653.5093,NIGERIA - NAIRA,10/4/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,314437,Nigeria,653.5093,NIGERIA - NAIRA,10/5/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314438,Nigeria,653.5093,NIGERIA - NAIRA,10/5/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,314439,Nigeria,392.1056,NIGERIA - NAIRA,10/8/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,314440,Nigeria,522.8075,NIGERIA - NAIRA,10/12/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332777,Nigeria,457.4565,NIGERIA - NAIRA,11/3/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332778,Nigeria,980.264,NIGERIA - NAIRA,11/4/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332779,Nigeria,653.5093,NIGERIA - NAIRA,11/5/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332780,Nigeria,1470.396,NIGERIA - NAIRA,12/6/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332781,Nigeria,457.4565,NIGERIA - NAIRA,11/6/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332782,Nigeria,1176.3168,NIGERIA - NAIRA,1/9/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332783,Nigeria,653.5093,NIGERIA - NAIRA,10/12/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332784,Nigeria,1764.4752,NIGERIA - NAIRA,1/13/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332785,Nigeria,1960.528,NIGERIA - NAIRA,11/17/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332786,Nigeria,980.264,NIGERIA - NAIRA,11/17/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332787,Nigeria,653.5093,NIGERIA - NAIRA,11/20/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332788,Nigeria,653.5093,NIGERIA - NAIRA,11/20/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332789,Nigeria,522.8075,NIGERIA - NAIRA,11/23/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332790,Nigeria,653.5093,NIGERIA - NAIRA,11/23/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332791,Nigeria,1176.3168,NIGERIA - NAIRA,11/23/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332792,Nigeria,784.2112,NIGERIA - NAIRA,11/24/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332793,Nigeria,1960.528,NIGERIA - NAIRA,11/26/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332794,Nigeria,1307.0187,NIGERIA - NAIRA,12/2/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332795,Nigeria,653.5093,NIGERIA - NAIRA,12/6/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332796,Nigeria,1960.528,NIGERIA - NAIRA,1/8/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332797,Nigeria,588.1584,NIGERIA - NAIRA,1/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332798,Nigeria,326.7547,NIGERIA - NAIRA,12/15/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332799,Nigeria,653.5093,NIGERIA - NAIRA,12/16/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332800,Nigeria,1960.528,NIGERIA - NAIRA,12/16/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332801,Nigeria,1960.528,NIGERIA - NAIRA,12/17/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332802,Nigeria,588.1584,NIGERIA - NAIRA,12/20/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332803,Nigeria,1960.528,NIGERIA - NAIRA,12/20/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332804,Nigeria,980.264,NIGERIA - NAIRA,12/20/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332805,Nigeria,653.5093,NIGERIA - NAIRA,1/20/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332806,Nigeria,980.264,NIGERIA - NAIRA,1/21/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332807,Nigeria,1633.7734,NIGERIA - NAIRA,12/22/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332808,Nigeria,784.2112,NIGERIA - NAIRA,2/22/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332809,Nigeria,1241.6678,NIGERIA - NAIRA,1/22/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332810,Nigeria,980.264,NIGERIA - NAIRA,12/23/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332811,Nigeria,522.8075,NIGERIA - NAIRA,12/27/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332812,Nigeria,6535.0935,NIGERIA - NAIRA,12/29/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332813,Nigeria,1447.3684,NIGERIA - NAIRA,12/30/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332814,Nigeria,789.4737,NIGERIA - NAIRA,1/5/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,332815,Nigeria,657.8947,NIGERIA - NAIRA,2/11/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332816,Nigeria,986.8421,NIGERIA - NAIRA,2/13/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332817,Nigeria,657.8947,NIGERIA - NAIRA,1/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332818,Nigeria,657.8947,NIGERIA - NAIRA,1/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332819,Nigeria,986.8421,NIGERIA - NAIRA,1/19/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332820,Nigeria,2565.7895,NIGERIA - NAIRA,1/19/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332821,Nigeria,2565.7895,NIGERIA - NAIRA,11/20/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332822,Nigeria,986.8421,NIGERIA - NAIRA,1/20/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332823,Nigeria,986.8421,NIGERIA - NAIRA,1/21/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,332824,Nigeria,328.9474,NIGERIA - NAIRA,12/22/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332825,Nigeria,3289.4737,NIGERIA - NAIRA,1/25/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332826,Nigeria,526.3158,NIGERIA - NAIRA,11/27/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,332827,Nigeria,1480.2632,NIGERIA - NAIRA,2/27/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332828,Nigeria,460.5263,NIGERIA - NAIRA,1/28/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,332829,Nigeria,2565.7895,NIGERIA - NAIRA,4/29/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332830,Nigeria,8552.6316,NIGERIA - NAIRA,7/29/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332831,Nigeria,855.2632,NIGERIA - NAIRA,2/1/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332832,Nigeria,7894.7368,NIGERIA - NAIRA,6/3/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332833,Nigeria,1973.6842,NIGERIA - NAIRA,5/9/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332834,Nigeria,1644.7368,NIGERIA - NAIRA,2/11/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,332835,Nigeria,986.8421,NIGERIA - NAIRA,3/11/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332836,Nigeria,789.4737,NIGERIA - NAIRA,2/11/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332837,Nigeria,460.5263,NIGERIA - NAIRA,2/11/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,
620-DCA-10-004,332838,Nigeria,657.8947,NIGERIA - NAIRA,2/11/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,
620-DCA-10-004,332839,Nigeria,1315.7895,NIGERIA - NAIRA,2/11/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,
620-DCA-10-004,332840,Nigeria,1315.7895,NIGERIA - NAIRA,2/12/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332841,Nigeria,1447.3684,NIGERIA - NAIRA,12/12/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,
620-DCA-10-004,332945,Nigeria,986.8421,NIGERIA - NAIRA,3/17/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,332943,Nigeria,657.8947,NIGERIA - NAIRA,3/17/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,332938,Nigeria,657.8947,NIGERIA - NAIRA,2/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,332944,Nigeria,1315.7895,NIGERIA - NAIRA,2/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,332941,Nigeria,986.8421,NIGERIA - NAIRA,2/19/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,332942,Nigeria,3289.4737,NIGERIA - NAIRA,12/22/2011,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369048,Nigeria,436.273,NIGERIA - NAIRA,3/8/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,368923,Nigeria,436.273,NIGERIA - NAIRA,3/8/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,368924,Nigeria,747.8965,NIGERIA - NAIRA,1/8/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369049,Nigeria,747.8965,NIGERIA - NAIRA,1/8/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,368930,Nigeria,623.2471,NIGERIA - NAIRA,3/16/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,369055,Nigeria,623.2471,NIGERIA - NAIRA,3/16/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368940,Nigeria,623.2471,NIGERIA - NAIRA,3/30/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369065,Nigeria,623.2471,NIGERIA - NAIRA,3/30/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369066,Nigeria,623.2471,NIGERIA - NAIRA,3/30/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368941,Nigeria,623.2471,NIGERIA - NAIRA,3/30/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368920,Nigeria,623.2471,NIGERIA - NAIRA,2/25/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,369045,Nigeria,623.2471,NIGERIA - NAIRA,2/25/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,369050,Nigeria,934.8707,NIGERIA - NAIRA,3/9/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,368925,Nigeria,934.8707,NIGERIA - NAIRA,3/9/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,369062,Nigeria,373.9483,NIGERIA - NAIRA,3/28/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368937,Nigeria,373.9483,NIGERIA - NAIRA,3/28/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368931,Nigeria,934.8707,NIGERIA - NAIRA,2/16/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369056,Nigeria,934.8707,NIGERIA - NAIRA,2/16/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369052,Nigeria,747.8965,NIGERIA - NAIRA,3/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,368927,Nigeria,747.8965,NIGERIA - NAIRA,3/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369046,Nigeria,1558.1178,NIGERIA - NAIRA,2/26/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,368921,Nigeria,1558.1178,NIGERIA - NAIRA,2/26/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,368936,Nigeria,623.2471,NIGERIA - NAIRA,3/26/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,369061,Nigeria,623.2471,NIGERIA - NAIRA,3/26/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368929,Nigeria,1869.7414,NIGERIA - NAIRA,4/15/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369054,Nigeria,1869.7414,NIGERIA - NAIRA,4/15/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,368933,Nigeria,1246.4942,NIGERIA - NAIRA,6/20/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369058,Nigeria,1246.4942,NIGERIA - NAIRA,6/20/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,368922,Nigeria,1869.7414,NIGERIA - NAIRA,2/26/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369047,Nigeria,1869.7414,NIGERIA - NAIRA,2/26/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,368932,Nigeria,3116.2356,NIGERIA - NAIRA,3/16/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369057,Nigeria,3116.2356,NIGERIA - NAIRA,3/16/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369053,Nigeria,623.2471,NIGERIA - NAIRA,3/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368928,Nigeria,623.2471,NIGERIA - NAIRA,3/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368938,Nigeria,1869.7414,NIGERIA - NAIRA,4/28/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369063,Nigeria,1869.7414,NIGERIA - NAIRA,4/28/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,368939,Nigeria,1246.4942,NIGERIA - NAIRA,3/28/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369064,Nigeria,1246.4942,NIGERIA - NAIRA,3/28/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369059,Nigeria,934.8707,NIGERIA - NAIRA,3/23/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368934,Nigeria,934.8707,NIGERIA - NAIRA,3/23/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368935,Nigeria,1246.4942,NIGERIA - NAIRA,3/23/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,369060,Nigeria,1246.4942,NIGERIA - NAIRA,3/23/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368926,Nigeria,1869.7414,NIGERIA - NAIRA,4/13/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369051,Nigeria,1869.7414,NIGERIA - NAIRA,4/13/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,368942,Nigeria,1869.7414,NIGERIA - NAIRA,4/10/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,369067,Nigeria,1869.7414,NIGERIA - NAIRA,4/10/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,1,N/A
620-DCA-10-004,368944,Nigeria,1246.4942,NIGERIA - NAIRA,6/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,369069,Nigeria,1246.4942,NIGERIA - NAIRA,6/14/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,368943,Nigeria,934.8707,NIGERIA - NAIRA,4/12/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,369068,Nigeria,934.8707,NIGERIA - NAIRA,4/12/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,1,N/A
620-DCA-10-004,368945,Nigeria,934.8707,NIGERIA - NAIRA,4/17/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,369070,Nigeria,934.8707,NIGERIA - NAIRA,4/17/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,369071,Nigeria,623.2471,NIGERIA - NAIRA,4/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,368946,Nigeria,623.2471,NIGERIA - NAIRA,4/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,1,0,N/A
620-DCA-10-004,369072,Nigeria,623.2471,NIGERIA - NAIRA,4/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,368947,Nigeria,623.2471,NIGERIA - NAIRA,4/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,368948,Nigeria,1869.7414,NIGERIA - NAIRA,5/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
620-DCA-10-004,369073,Nigeria,1869.7414,NIGERIA - NAIRA,5/18/2012,Health,Lagos,Lagos,NI05,Nigeria,AFRICA,6.453056,3.395833,0,0,N/A
